Gene_Symbol	logFC	pv	pct.1	pct.2	p_val_adj
SKA1	-5.497277903	5.73E-07	0	0.046	0.018503454
SORBS2	4.530980203	5.74E-07	0.076	0.007	0.018545375
MTUS2	2.463233645	5.84E-07	0.127	0.037	0.018859746
PYGB	2.034141298	5.85E-07	0.199	0.095	0.018891387
CH25H	-2.418769824	5.93E-07	0.011	0.076	0.019134531
SCML4	2.956454748	5.98E-07	0.095	0.017	0.019302861
P3H2	3.836053266	6.13E-07	0.085	0.012	0.019780007
ADAMTS17	4.713160386	6.55E-07	0.07	0.005	0.021143462
GM34006	4.11633508	6.57E-07	0.07	0.005	0.021220359
ZC3H12A	-2.37190202	7.48E-07	0.009	0.071	0.024161702
KIF20A	-3.718229546	7.56E-07	0.002	0.051	0.024399341
KAZALD1	2.471220131	7.58E-07	0.142	0.049	0.02446305
PGF	-2.301347959	8.54E-07	0.008	0.066	0.027583159
RAMP1	4.848290143	9.96E-07	0.068	0.005	0.032166053
ADCY2	2.905456043	1.04E-06	0.1	0.022	0.033532967
COL2A1	5.222307723	1.06E-06	0.062	0.002	0.034119675
CEP55	-5.335220246	1.15E-06	0	0.044	0.037128493
SCX	2.439469962	1.26E-06	0.104	0.024	0.04063305
G0S2	2.016520537	1.32E-06	0.195	0.095	0.042462539
PLK1	-3.583089955	1.52E-06	0.002	0.049	0.048958043
CDC7	-2.986226523	1.52E-06	0.002	0.049	0.049191042
HAUS5	-3.170290316	1.52E-06	0.002	0.049	0.049191042
GJA4	4.760080886	1.53E-06	0.066	0.005	0.049435297
ATP6V0A4	4.574876836	1.54E-06	0.066	0.005	0.049793151
